yas_gun,cinsiyet_encoded,dogumKilo,boy,gogusEevresi,kalcaYuksekligi,yemMiktari,sicaklik,nem,saglik_encoded,mevsim_encoded,irk_Esmer,irk_Simental,irk_Siyah Alaca,irk_Yerli Kara,irk_Şarole,kilo,gunlukArtis,hayvanId,yasAy
120,0,41.4,83.1,182.4,85.4,5.1,24.5,77.0,3,0,False,True,False,False,False,214.2,1.411,TR0113,4
150,0,41.4,85.0,223.1,87.4,6.7,29.3,47.9,3,1,False,True,False,False,False,262.0,1.592,TR0113,5
180,0,41.4,86.5,253.3,86.1,7.7,20.3,77.0,1,1,False,True,False,False,False,299.5,1.251,TR0113,6
210,0,41.4,88.4,293.8,90.6,8.4,19.7,44.4,3,1,False,True,False,False,False,345.0,1.517,TR0113,7
240,0,41.4,89.8,328.1,90.2,10.0,15.0,43.1,2,2,False,True,False,False,False,381.9,1.227,TR0113,8
270,0,41.4,91.4,362.4,91.0,10.1,23.9,64.5,3,2,False,True,False,False,False,421.9,1.334,TR0113,9
300,0,41.4,92.5,385.9,93.4,10.9,23.6,50.0,0,2,False,True,False,False,False,449.1,0.907,TR0113,10
330,0,41.4,94.1,418.0,94.2,12.4,16.6,76.4,3,3,False,True,False,False,False,488.2,1.303,TR0113,11
360,0,41.4,95.6,444.2,95.3,12.7,33.2,57.7,3,3,False,True,False,False,False,525.7,1.251,TR0113,12
390,0,41.4,97.1,483.2,98.2,14.0,28.4,45.0,2,3,False,True,False,False,False,563.5,1.257,TR0113,13
420,0,41.4,98.5,506.7,99.9,15.5,23.9,64.2,2,0,False,True,False,False,False,598.6,1.171,TR0113,14
450,0,41.4,99.9,542.5,98.9,15.9,32.2,45.0,3,0,False,True,False,False,False,632.6,1.135,TR0113,15
480,0,41.4,101.2,568.7,101.1,16.5,18.8,49.5,3,0,False,True,False,False,False,666.4,1.125,TR0113,16
510,0,41.4,102.6,598.4,103.7,17.4,30.0,71.0,2,1,False,True,False,False,False,700.9,1.151,TR0113,17
540,0,41.4,104.0,628.8,104.6,18.4,34.3,46.8,3,1,False,True,False,False,False,735.1,1.138,TR0113,18
0,0,34.3,78.2,27.9,77.5,0.4,31.8,74.6,1,1,True,False,False,False,False,34.3,0.0,TR0114,0
30,0,34.3,79.7,65.4,78.1,2.0,19.2,71.4,1,1,True,False,False,False,False,72.1,1.259,TR0114,1
60,0,34.3,81.5,100.4,82.8,3.1,30.1,49.2,4,1,True,False,False,False,False,118.1,1.534,TR0114,2
0,0,42.4,80.0,34.7,80.4,0.7,26.7,74.5,2,3,False,False,True,False,False,42.4,0.0,TR0115,0
30,0,42.4,82.0,76.0,80.4,2.5,19.1,73.8,4,0,False,False,True,False,False,90.5,1.602,TR0115,1
60,0,42.4,83.5,110.1,81.6,3.0,20.7,79.5,1,0,False,False,True,False,False,128.3,1.262,TR0115,2
90,0,42.4,85.1,142.9,83.3,3.8,19.7,69.6,2,0,False,False,True,False,False,169.5,1.372,TR0115,3
120,0,42.4,86.9,183.3,89.2,5.3,27.9,73.8,3,1,False,False,True,False,False,214.1,1.485,TR0115,4
150,0,42.4,88.7,216.0,86.7,6.6,27.0,40.7,3,1,False,False,True,False,False,258.6,1.483,TR0115,5
180,0,42.4,90.3,257.7,91.6,7.9,28.8,73.8,2,1,False,False,True,False,False,300.0,1.382,TR0115,6
210,0,42.4,92.0,290.2,93.9,8.7,20.5,60.2,4,2,False,False,True,False,False,342.2,1.405,TR0115,7
240,0,42.4,93.6,326.1,95.6,9.8,17.2,78.2,4,2,False,False,True,False,False,381.6,1.314,TR0115,8
270,0,42.4,95.1,358.9,94.8,10.1,18.8,61.8,3,2,False,False,True,False,False,420.4,1.293,TR0115,9
300,0,42.4,96.8,391.2,97.7,11.4,34.8,44.1,4,3,False,False,True,False,False,462.9,1.417,TR0115,10
330,0,42.4,98.4,426.4,97.5,12.3,26.3,66.4,4,3,False,False,True,False,False,502.6,1.323,TR0115,11
360,0,42.4,99.9,454.3,100.0,13.6,19.3,43.5,3,3,False,False,True,False,False,539.4,1.225,TR0115,12
390,0,42.4,101.2,486.5,102.7,14.4,24.5,71.7,2,0,False,False,True,False,False,572.4,1.1,TR0115,13
420,0,42.4,102.6,519.3,100.8,14.7,20.1,63.5,3,0,False,False,True,False,False,606.4,1.135,TR0115,14
450,0,42.4,104.0,541.7,103.7,16.4,29.2,69.1,4,0,False,False,True,False,False,642.1,1.191,TR0115,15
480,0,42.4,105.4,575.0,105.4,16.9,22.2,69.0,3,1,False,False,True,False,False,676.8,1.155,TR0115,16
510,0,42.4,106.8,606.5,109.1,18.1,15.8,42.0,3,1,False,False,True,False,False,711.8,1.169,TR0115,17
0,0,29.8,70.2,28.0,70.9,0.6,19.7,48.3,2,0,False,False,False,True,False,29.8,0.0,TR0116,0
30,0,29.8,72.0,66.1,73.7,1.8,20.2,60.6,4,1,False,False,False,True,False,75.3,1.518,TR0116,1
60,0,29.8,73.8,99.0,75.9,3.1,17.8,78.7,3,1,False,False,False,True,False,119.5,1.475,TR0116,2
90,0,29.8,75.6,142.6,76.9,4.5,32.3,75.5,3,1,False,False,False,True,False,164.6,1.501,TR0116,3
120,0,29.8,77.1,167.5,76.2,5.3,16.3,75.6,2,2,False,False,False,True,False,201.4,1.227,TR0116,4
150,0,29.8,78.6,207.2,78.7,5.7,33.6,78.1,3,2,False,False,False,True,False,240.1,1.29,TR0116,5
180,0,29.8,80.1,236.8,82.1,6.7,15.6,59.6,2,2,False,False,False,True,False,276.6,1.215,TR0116,6
210,0,29.8,81.7,270.5,81.1,7.6,31.4,63.7,3,3,False,False,False,True,False,316.9,1.346,TR0116,7
240,0,29.8,83.1,301.0,85.0,8.5,31.6,52.6,2,3,False,False,False,True,False,351.8,1.161,TR0116,8
270,0,29.8,84.5,326.8,87.2,9.9,29.9,52.8,3,3,False,False,False,True,False,387.9,1.205,TR0116,9
300,0,29.8,85.9,360.9,84.6,10.9,29.9,78.9,2,0,False,False,False,True,False,422.2,1.142,TR0116,10
330,0,29.8,87.1,383.3,86.9,11.2,16.8,54.5,1,0,False,False,False,True,False,452.9,1.024,TR0116,11
360,0,29.8,88.4,411.9,88.6,12.0,24.2,51.0,3,0,False,False,False,True,False,485.0,1.069,TR0116,12
390,0,29.8,89.9,442.9,90.9,13.5,25.5,41.1,3,1,False,False,False,True,False,520.9,1.199,TR0116,13
420,0,29.8,91.3,475.6,94.0,14.3,15.9,48.3,4,1,False,False,False,True,False,556.0,1.169,TR0116,14
0,0,40.2,80.3,39.0,79.7,1.3,19.2,58.6,2,2,False,False,False,True,False,40.2,0.0,TR0117,0
30,0,40.2,81.9,74.1,81.6,1.6,27.7,45.3,3,2,False,False,False,True,False,82.1,1.398,TR0117,1
60,0,40.2,83.8,107.2,86.0,3.5,28.2,66.5,4,3,False,False,False,True,False,128.3,1.54,TR0117,2
90,0,40.2,85.5,140.8,84.6,4.8,16.6,79.1,4,3,False,False,False,True,False,170.8,1.417,TR0117,3
120,0,40.2,87.0,174.2,88.5,5.3,24.4,57.5,2,3,False,False,False,True,False,208.1,1.242,TR0117,4
150,0,40.2,88.5,211.1,88.2,6.5,26.6,75.8,2,3,False,False,False,True,False,246.7,1.287,TR0117,5
180,0,40.2,90.0,245.1,88.9,7.3,19.0,70.9,3,0,False,False,False,True,False,284.1,1.249,TR0117,6
210,0,40.2,91.6,271.2,89.8,7.6,17.7,67.4,4,0,False,False,False,True,False,323.1,1.299,TR0117,7
240,0,40.2,93.1,310.7,93.6,8.6,24.8,69.2,4,0,False,False,False,True,False,361.8,1.289,TR0117,8
270,0,40.2,94.6,336.5,95.7,9.8,24.2,74.7,3,1,False,False,False,True,False,398.5,1.225,TR0117,9
300,0,40.2,96.1,373.5,98.0,10.7,29.7,49.7,4,1,False,False,False,True,False,436.3,1.26,TR0117,10
330,0,40.2,97.6,398.1,97.3,11.4,17.6,44.5,4,1,False,False,False,True,False,473.1,1.226,TR0117,11
360,0,40.2,99.0,433.8,101.9,13.1,19.9,46.9,4,2,False,False,False,True,False,508.2,1.171,TR0117,12
390,0,40.2,100.3,460.9,99.0,13.9,33.8,67.3,2,2,False,False,False,True,False,540.2,1.064,TR0117,13
420,0,40.2,101.5,490.2,101.4,14.3,27.9,79.3,3,2,False,False,False,True,False,570.9,1.024,TR0117,14
450,0,40.2,102.8,510.5,101.2,15.1,28.0,50.2,3,3,False,False,False,True,False,603.7,1.095,TR0117,15
480,0,40.2,104.1,537.2,103.8,16.0,21.6,73.1,3,3,False,False,False,True,False,636.2,1.082,TR0117,16
510,0,40.2,105.3,566.8,106.0,16.6,33.5,68.1,2,3,False,False,False,True,False,666.7,1.019,TR0117,17
540,0,40.2,106.4,591.0,107.6,17.4,17.2,49.3,2,0,False,False,False,True,False,694.4,0.923,TR0117,18
570,0,40.2,107.7,618.0,109.6,18.1,33.8,59.8,4,0,False,False,False,True,False,725.4,1.032,TR0117,19
600,0,40.2,108.7,637.1,108.6,18.4,17.8,59.3,3,0,False,False,False,True,False,752.4,0.901,TR0117,20
630,0,40.2,109.9,660.6,108.4,19.4,30.4,66.2,3,1,False,False,False,True,False,782.5,1.002,TR0117,21
660,0,40.2,111.1,691.0,110.5,20.1,30.8,64.8,4,1,False,False,False,True,False,811.3,0.962,TR0117,22
0,1,33.9,74.2,27.1,76.3,0.8,26.0,46.2,3,1,False,False,False,True,False,33.9,0.0,TR0118,0
30,1,33.9,76.2,69.8,76.4,2.5,20.8,63.1,3,1,False,False,False,True,False,83.2,1.644,TR0118,1
0,0,43.3,77.0,40.2,79.1,1.2,28.6,53.5,3,3,False,False,False,False,True,43.3,0.0,TR0119,0
30,0,43.3,78.6,73.3,77.0,2.3,31.8,43.3,1,3,False,False,False,False,True,83.3,1.334,TR0119,1
60,0,43.3,80.5,112.4,80.5,3.5,28.5,53.1,2,3,False,False,False,False,True,128.7,1.513,TR0119,2
90,0,43.3,82.2,142.3,81.7,4.2,29.0,78.9,3,0,False,False,False,False,True,172.5,1.461,TR0119,3
120,0,43.3,83.9,184.5,84.2,5.4,16.7,67.7,3,0,False,False,False,False,True,214.8,1.408,TR0119,4
150,0,43.3,85.4,215.7,83.7,6.1,22.7,70.3,2,0,False,False,False,False,True,253.3,1.283,TR0119,5
180,0,43.3,87.3,254.3,90.3,7.8,22.2,41.5,4,1,False,False,False,False,True,299.7,1.548,TR0119,6
210,0,43.3,88.8,288.9,87.2,8.0,28.8,63.6,2,1,False,False,False,False,True,338.4,1.289,TR0119,7
240,0,43.3,90.6,330.0,91.2,9.4,30.0,58.3,4,1,False,False,False,False,True,383.2,1.494,TR0119,8
270,0,43.3,92.2,362.7,93.7,10.2,15.3,42.6,4,2,False,False,False,False,True,421.2,1.266,TR0119,9
300,0,43.3,93.5,389.0,93.7,11.3,33.2,44.8,1,2,False,False,False,False,True,454.4,1.107,TR0119,10
330,0,43.3,94.9,419.6,96.7,12.3,35.0,62.9,4,2,False,False,False,False,True,490.3,1.199,TR0119,11
360,0,43.3,96.3,446.5,96.8,13.1,34.7,72.0,2,3,False,False,False,False,True,525.6,1.176,TR0119,12
390,0,43.3,97.9,481.8,98.5,13.6,30.4,64.6,4,3,False,False,False,False,True,563.8,1.274,TR0119,13
420,0,43.3,99.3,507.6,97.8,14.5,21.7,74.7,3,3,False,False,False,False,True,599.9,1.202,TR0119,14
450,0,43.3,100.6,540.7,101.9,15.9,18.3,69.6,3,0,False,False,False,False,True,633.3,1.115,TR0119,15
480,0,43.3,102.0,567.2,103.8,16.6,34.3,70.5,3,0,False,False,False,False,True,666.7,1.111,TR0119,16
510,0,43.3,103.3,595.2,102.9,17.9,15.7,72.9,3,0,False,False,False,False,True,699.6,1.098,TR0119,17
540,0,43.3,104.5,618.6,106.6,18.0,20.2,55.3,2,1,False,False,False,False,True,730.6,1.034,TR0119,18
570,0,43.3,105.7,642.1,107.7,18.6,19.2,79.5,1,1,False,False,False,False,True,760.2,0.986,TR0119,19
0,1,45.6,81.7,43.4,80.5,0.9,34.2,57.9,3,3,False,False,False,False,True,45.6,0.0,TR0120,0
30,1,45.6,83.1,68.3,83.4,2.2,27.2,59.9,0,3,False,False,False,False,True,80.4,1.162,TR0120,1
60,1,45.6,85.1,113.1,87.7,3.0,19.8,40.9,3,3,False,False,False,False,True,130.1,1.658,TR0120,2
90,1,45.6,86.9,154.2,88.5,4.5,25.2,70.6,2,0,False,False,False,False,True,176.4,1.541,TR0120,3
120,1,45.6,88.7,190.5,88.2,5.5,29.6,47.0,2,0,False,False,False,False,True,220.0,1.454,TR0120,4
150,1,45.6,90.4,219.0,88.7,6.9,27.9,59.3,2,0,False,False,False,False,True,263.0,1.432,TR0120,5
180,1,45.6,92.3,260.2,92.9,8.2,16.4,73.8,2,1,False,False,False,False,True,310.0,1.569,TR0120,6
210,1,45.6,94.2,302.0,93.4,9.1,25.3,69.7,4,1,False,False,False,False,True,357.3,1.576,TR0120,7
240,1,45.6,96.1,349.8,97.0,10.6,15.4,53.5,4,1,False,False,False,False,True,406.6,1.642,TR0120,8
0,0,38.4,75.1,32.3,77.0,0.6,15.1,77.2,2,3,False,False,False,True,False,38.4,0.0,TR0121,0
30,0,38.4,76.8,69.2,78.1,2.1,17.8,68.6,3,3,False,False,False,True,False,80.5,1.401,TR0121,1
60,0,38.4,78.4,98.4,77.8,2.7,19.7,59.1,2,0,False,False,False,True,False,119.1,1.288,TR0121,2
90,0,38.4,79.9,131.8,81.1,4.2,21.2,49.1,3,0,False,False,False,True,False,158.1,1.298,TR0121,3
120,0,38.4,81.5,167.3,82.5,4.5,25.4,63.6,3,0,False,False,False,True,False,197.0,1.297,TR0121,4
150,0,38.4,82.7,196.2,83.3,5.6,29.4,69.4,0,1,False,False,False,True,False,226.5,0.984,TR0121,5
180,0,38.4,84.4,225.9,84.7,6.9,32.8,64.8,3,1,False,False,False,True,False,269.0,1.416,TR0121,6
210,0,38.4,85.7,259.2,87.7,7.9,28.6,50.9,1,1,False,False,False,True,False,303.4,1.148,TR0121,7
240,0,38.4,86.9,284.4,89.7,8.2,25.6,42.7,1,2,False,False,False,True,False,333.4,0.999,TR0121,8
270,0,38.4,88.2,309.7,88.4,8.7,17.8,71.9,2,2,False,False,False,True,False,365.0,1.055,TR0121,9
300,0,38.4,89.5,339.2,87.6,9.7,15.1,59.9,2,2,False,False,False,True,False,398.3,1.109,TR0121,10
330,0,38.4,90.9,367.6,90.6,10.8,27.2,47.5,4,2,False,False,False,True,False,432.9,1.153,TR0121,11
360,0,38.4,92.3,399.4,94.0,11.7,28.0,62.6,4,3,False,False,False,True,False,468.5,1.188,TR0121,12
390,0,38.4,93.8,429.0,94.6,12.6,31.9,63.3,4,3,False,False,False,True,False,505.0,1.219,TR0121,13
420,0,38.4,95.1,456.5,96.1,13.0,20.1,50.5,2,3,False,False,False,True,False,538.0,1.097,TR0121,14
450,0,38.4,96.4,489.4,96.0,13.8,33.4,69.3,3,0,False,False,False,True,False,570.6,1.09,TR0121,15
480,0,38.4,97.4,510.8,97.6,15.4,17.2,71.5,1,0,False,False,False,True,False,596.2,0.853,TR0121,16
510,0,38.4,98.6,534.1,100.3,15.1,22.9,70.9,3,0,False,False,False,True,False,625.3,0.97,TR0121,17
540,0,38.4,100.0,563.5,100.8,16.8,21.4,42.0,4,1,False,False,False,True,False,659.4,1.136,TR0121,18
570,0,38.4,101.2,589.0,102.1,17.1,32.4,76.1,3,1,False,False,False,True,False,690.5,1.037,TR0121,19
0,0,46.9,75.7,36.5,75.5,1.0,31.8,61.6,2,1,False,True,False,False,False,46.9,0.0,TR0122,0
30,0,46.9,77.7,77.2,76.6,2.6,28.2,43.8,3,1,False,True,False,False,False,96.3,1.649,TR0122,1
60,0,46.9,79.6,123.1,78.6,3.5,23.7,62.7,3,1,False,True,False,False,False,144.9,1.621,TR0122,2
90,0,46.9,81.3,163.5,84.1,5.0,29.5,47.6,3,2,False,True,False,False,False,187.0,1.401,TR0122,3
120,0,46.9,83.0,195.8,82.6,5.3,28.2,60.1,2,2,False,True,False,False,False,228.8,1.396,TR0122,4
150,0,46.9,84.5,222.6,86.2,6.6,22.1,71.8,2,2,False,True,False,False,False,266.7,1.262,TR0122,5
180,0,46.9,86.2,261.9,88.2,7.6,29.7,79.0,2,3,False,True,False,False,False,309.5,1.427,TR0122,6
210,0,46.9,87.9,300.3,87.7,8.8,27.5,40.8,2,3,False,True,False,False,False,352.1,1.419,TR0122,7
240,0,46.9,89.8,341.8,89.1,9.9,28.7,59.1,4,3,False,True,False,False,False,397.8,1.523,TR0122,8
270,0,46.9,91.5,378.5,89.8,11.0,15.8,79.2,4,0,False,True,False,False,False,441.2,1.447,TR0122,9
300,0,46.9,93.1,411.0,91.4,12.5,24.0,64.6,3,0,False,True,False,False,False,481.2,1.332,TR0122,10
330,0,46.9,94.6,438.4,96.4,13.0,17.9,42.7,2,0,False,True,False,False,False,517.6,1.215,TR0122,11
360,0,46.9,96.1,473.4,96.4,13.5,16.0,40.0,2,1,False,True,False,False,False,555.7,1.268,TR0122,12
390,0,46.9,97.6,502.6,100.3,14.8,34.9,59.1,3,1,False,True,False,False,False,593.0,1.245,TR0122,13
420,0,46.9,99.1,538.8,99.5,15.7,22.2,67.2,3,1,False,True,False,False,False,630.5,1.251,TR0122,14
450,0,46.9,100.2,564.0,102.5,16.9,16.8,48.2,1,2,False,True,False,False,False,659.4,0.963,TR0122,15
480,0,46.9,101.5,592.5,100.1,17.7,25.1,51.5,3,2,False,True,False,False,False,692.1,1.089,TR0122,16
510,0,46.9,102.7,608.9,101.0,17.8,32.9,49.2,2,2,False,True,False,False,False,722.0,0.997,TR0122,17
540,0,46.9,104.1,640.8,106.7,18.9,27.3,77.6,3,3,False,True,False,False,False,756.7,1.158,TR0122,18
570,0,46.9,105.4,672.2,107.6,19.6,32.8,56.6,3,3,False,True,False,False,False,788.8,1.069,TR0122,19
600,0,46.9,106.7,699.3,105.0,20.6,15.1,58.4,3,3,False,True,False,False,False,821.6,1.093,TR0122,20
630,0,46.9,108.0,720.2,109.4,21.3,31.3,51.1,4,0,False,True,False,False,False,852.9,1.044,TR0122,21
660,0,46.9,109.1,753.7,107.6,21.9,16.4,74.4,3,0,False,True,False,False,False,881.8,0.964,TR0122,22
690,0,46.9,110.3,779.6,112.8,22.7,21.0,50.0,4,0,False,True,False,False,False,912.4,1.02,TR0122,23
0,0,51.9,81.9,45.6,83.9,0.9,27.8,42.2,2,1,False,False,False,False,True,51.9,0.0,TR0123,0
30,0,51.9,83.9,83.4,84.2,2.3,29.7,51.9,3,1,False,False,False,False,True,100.3,1.614,TR0123,1
60,0,51.9,85.7,124.4,84.2,3.2,22.8,63.4,3,1,False,False,False,False,True,145.7,1.512,TR0123,2
90,0,51.9,87.3,157.2,87.0,5.0,17.7,67.4,3,2,False,False,False,False,True,185.6,1.33,TR0123,3
120,0,51.9,88.8,190.9,91.0,5.8,30.4,73.4,2,2,False,False,False,False,True,222.6,1.232,TR0123,4
150,0,51.9,90.4,224.4,92.0,6.4,21.8,45.4,3,2,False,False,False,False,True,262.9,1.344,TR0123,5
180,0,51.9,92.0,260.2,90.6,7.2,20.6,52.2,2,3,False,False,False,False,True,304.1,1.375,TR0123,6
210,0,51.9,93.7,294.9,94.1,8.6,20.3,68.7,3,3,False,False,False,False,True,345.8,1.388,TR0123,7
240,0,51.9,95.3,332.5,94.4,10.1,23.3,50.9,3,3,False,False,False,False,True,385.4,1.32,TR0123,8
270,0,51.9,96.7,361.1,96.1,10.5,29.6,72.3,2,0,False,False,False,False,True,421.8,1.215,TR0123,9
300,0,51.9,98.3,390.6,96.9,11.2,29.0,49.1,3,0,False,False,False,False,True,461.5,1.324,TR0123,10
330,0,51.9,99.8,419.2,99.5,12.7,19.3,74.0,2,0,False,False,False,False,True,498.9,1.247,TR0123,11
360,0,51.9,101.5,458.5,100.8,13.1,17.8,56.2,4,1,False,False,False,False,True,541.8,1.43,TR0123,12
390,0,51.9,103.2,491.8,102.1,14.8,23.4,57.6,4,1,False,False,False,False,True,584.0,1.406,TR0123,13
0,0,44.3,78.4,34.4,81.1,1.5,15.3,64.2,2,0,False,True,False,False,False,44.3,0.0,TR0124,0
30,0,44.3,80.4,84.1,83.0,2.2,34.9,74.4,3,1,False,True,False,False,False,94.2,1.664,TR0124,1
60,0,44.3,82.3,122.4,81.7,3.8,31.6,78.6,4,1,False,True,False,False,False,143.6,1.645,TR0124,2
90,0,44.3,84.2,165.9,83.6,4.9,33.7,49.9,2,1,False,True,False,False,False,190.8,1.573,TR0124,3
120,0,44.3,85.8,192.8,86.8,6.0,30.1,56.3,1,1,False,True,False,False,False,229.6,1.295,TR0124,4
150,0,44.3,87.4,231.9,89.3,7.1,30.4,64.1,2,2,False,True,False,False,False,270.6,1.367,TR0124,5
180,0,44.3,88.9,257.6,88.9,8.2,17.2,51.4,2,2,False,True,False,False,False,308.9,1.275,TR0124,6
210,0,44.3,90.5,293.4,91.8,9.0,27.0,61.7,2,2,False,True,False,False,False,347.4,1.284,TR0124,7
240,0,44.3,92.3,330.8,91.1,10.1,25.6,45.3,4,3,False,True,False,False,False,392.2,1.492,TR0124,8
270,0,44.3,93.9,370.3,94.9,10.3,34.9,68.3,2,3,False,True,False,False,False,432.4,1.34,TR0124,9
300,0,44.3,95.1,396.0,96.5,11.8,32.3,71.5,0,3,False,True,False,False,False,461.7,0.977,TR0124,10
330,0,44.3,96.5,424.8,95.6,12.5,19.4,62.1,3,0,False,True,False,False,False,498.6,1.228,TR0124,11
360,0,44.3,98.0,456.9,97.5,13.7,29.9,48.1,3,0,False,True,False,False,False,534.9,1.211,TR0124,12
390,0,44.3,99.4,480.8,99.6,14.4,31.6,53.8,3,0,False,True,False,False,False,570.2,1.177,TR0124,13
420,0,44.3,100.9,513.5,99.0,15.4,27.8,57.8,3,1,False,True,False,False,False,607.9,1.255,TR0124,14
450,0,44.3,102.5,548.6,102.0,15.8,15.4,48.9,4,1,False,True,False,False,False,646.6,1.293,TR0124,15
480,0,44.3,104.0,582.7,106.6,16.7,18.4,61.0,4,1,False,True,False,False,False,685.3,1.289,TR0124,16
510,0,44.3,105.3,610.9,106.8,18.1,17.5,47.6,3,2,False,True,False,False,False,717.5,1.074,TR0124,17
540,0,44.3,106.6,639.2,106.9,18.6,28.8,65.5,4,2,False,True,False,False,False,750.0,1.083,TR0124,18
570,0,44.3,107.7,659.1,109.8,19.6,30.0,44.0,2,2,False,True,False,False,False,778.8,0.958,TR0124,19
600,0,44.3,109.0,692.8,108.8,20.7,24.9,40.2,3,3,False,True,False,False,False,811.1,1.078,TR0124,20
630,0,44.3,110.2,717.4,109.8,21.2,31.8,43.0,3,3,False,True,False,False,False,841.2,1.005,TR0124,21
660,0,44.3,111.3,733.0,114.2,21.9,34.1,73.3,1,3,False,True,False,False,False,868.2,0.899,TR0124,22
690,0,44.3,112.5,764.3,111.1,22.7,32.8,60.1,3,0,False,True,False,False,False,898.3,1.002,TR0124,23
0,0,52.7,72.1,49.1,72.3,1.7,30.3,49.6,3,0,False,False,False,False,True,52.7,0.0,TR0125,0
30,0,52.7,73.8,83.9,72.6,2.9,22.3,67.0,2,1,False,False,False,False,True,96.4,1.457,TR0125,1
60,0,52.7,75.7,126.6,73.7,3.9,15.2,57.5,4,1,False,False,False,False,True,144.3,1.595,TR0125,2
90,0,52.7,77.5,163.0,79.3,4.9,34.6,50.7,2,1,False,False,False,False,True,189.1,1.495,TR0125,3
120,0,52.7,79.1,195.6,81.3,5.5,30.1,59.7,2,2,False,False,False,False,True,228.4,1.308,TR0125,4
150,0,52.7,80.9,228.4,79.2,7.0,17.4,66.3,4,2,False,False,False,False,True,272.7,1.479,TR0125,5
180,0,52.7,82.4,260.1,83.7,8.0,20.5,62.5,4,2,False,False,False,False,True,311.7,1.299,TR0125,6
210,0,52.7,84.2,302.4,87.0,8.5,19.1,67.6,4,3,False,False,False,False,True,356.2,1.483,TR0125,7
240,0,52.7,85.8,341.2,87.4,10.0,33.1,53.5,3,3,False,False,False,False,True,396.3,1.336,TR0125,8
270,0,52.7,87.4,372.7,85.9,10.4,30.3,68.4,3,3,False,False,False,False,True,436.3,1.334,TR0125,9
300,0,52.7,88.9,406.6,90.0,12.0,27.4,53.1,2,0,False,False,False,False,True,474.5,1.273,TR0125,10
330,0,52.7,90.4,435.7,92.8,12.9,34.2,70.1,3,0,False,False,False,False,True,511.8,1.244,TR0125,11
360,0,52.7,91.9,466.0,91.8,13.5,22.9,55.5,4,0,False,False,False,False,True,548.5,1.222,TR0125,12
390,0,52.7,93.6,503.6,92.7,14.9,33.7,58.0,4,1,False,False,False,False,True,590.7,1.408,TR0125,13
420,0,52.7,95.2,533.2,93.7,15.7,20.9,41.4,3,1,False,False,False,False,True,629.9,1.306,TR0125,14
0,1,51.7,80.2,39.6,79.8,0.8,16.2,61.2,2,0,False,True,False,False,False,51.7,0.0,TR0126,0
30,1,51.7,82.3,85.5,84.3,2.3,16.5,57.0,3,0,False,True,False,False,False,102.6,1.696,TR0126,1
60,1,51.7,84.0,123.9,84.4,3.9,33.1,53.1,1,0,False,True,False,False,False,147.0,1.482,TR0126,2
90,1,51.7,86.3,169.2,86.2,4.8,34.4,52.2,4,1,False,True,False,False,False,204.0,1.898,TR0126,3
120,1,51.7,88.4,216.7,87.6,6.3,21.2,43.5,4,1,False,True,False,False,False,257.1,1.771,TR0126,4
150,1,51.7,90.5,258.5,89.4,7.3,15.3,75.4,3,1,False,True,False,False,False,309.4,1.742,TR0126,5
180,1,51.7,92.3,304.5,92.9,8.6,31.0,77.4,3,2,False,True,False,False,False,354.5,1.505,TR0126,6
210,1,51.7,94.2,339.5,96.0,10.5,33.0,56.1,3,2,False,True,False,False,False,400.6,1.535,TR0126,7
240,1,51.7,96.0,381.1,98.4,11.3,21.5,79.9,4,2,False,True,False,False,False,446.4,1.527,TR0126,8
270,1,51.7,97.7,415.3,98.5,12.2,30.0,50.3,2,3,False,True,False,False,False,489.5,1.439,TR0126,9
300,1,51.7,99.4,452.7,100.6,12.9,29.2,60.4,2,3,False,True,False,False,False,532.2,1.421,TR0126,10
330,1,51.7,101.1,491.7,102.0,13.9,22.4,66.4,3,3,False,True,False,False,False,574.2,1.4,TR0126,11
360,1,51.7,102.9,529.3,105.0,15.2,25.2,47.2,4,0,False,True,False,False,False,618.9,1.489,TR0126,12
390,1,51.7,104.4,559.8,104.5,16.7,30.2,53.3,3,0,False,True,False,False,False,657.3,1.281,TR0126,13
420,1,51.7,106.1,597.9,105.5,17.5,20.9,77.2,3,0,False,True,False,False,False,697.6,1.342,TR0126,14
450,1,51.7,107.3,614.0,106.9,18.0,26.2,66.6,0,1,False,True,False,False,False,727.9,1.013,TR0126,15
480,1,51.7,108.8,655.5,108.5,19.3,34.7,66.9,3,1,False,True,False,False,False,766.9,1.299,TR0126,16
0,0,31.4,81.8,26.2,81.4,1.1,23.4,59.3,3,1,True,False,False,False,False,31.4,0.0,TR0127,0
30,0,31.4,83.6,68.8,83.8,1.8,16.0,63.2,3,1,True,False,False,False,False,77.1,1.523,TR0127,1
60,0,31.4,85.0,97.9,87.2,3.2,26.4,40.9,2,2,True,False,False,False,False,113.3,1.209,TR0127,2
90,0,31.4,86.6,129.5,89.6,3.4,28.3,56.7,3,2,True,False,False,False,False,152.4,1.301,TR0127,3
120,0,31.4,87.7,154.1,89.2,4.1,34.4,58.1,0,2,True,False,False,False,False,180.1,0.923,TR0127,4
150,0,31.4,89.2,189.4,91.5,5.7,19.7,67.2,2,3,True,False,False,False,False,218.5,1.28,TR0127,5
180,0,31.4,90.7,213.1,90.6,6.0,25.6,59.1,3,3,True,False,False,False,False,255.5,1.235,TR0127,6
210,0,31.4,92.3,247.9,91.0,6.9,30.7,63.5,4,3,True,False,False,False,False,295.3,1.328,TR0127,7
