id,hayvanId,tarih,yasAy,kilo,boy,gogusEevresi,kalcaYuksekligi,saglikDurumu,yemMiktari,sicaklik,nem,mevsim,notlar,gunlukArtis
GK004402,TR0044,2024-09-23,1,87.4,84.7,72.0,86.6,Zayıf,1.9,19.8,67.1,Sonbahar,"Simental - 1 aylık, Zayıf sağlık",1.348
GK004403,TR0044,2024-10-23,2,132.8,86.5,110.0,86.0,Normal,2.9,31.9,65.3,Sonbahar,"Simental - 2 aylık, Normal sağlık",1.513
GK004404,TR0044,2024-11-22,3,183.3,88.5,159.9,89.7,Mükemmel,5.1,31.6,79.2,Sonbahar,"Simental - 3 aylık, Mükemmel sağlık",1.681
GK004405,TR0044,2024-12-22,4,226.1,90.2,188.8,92.5,İyi,6.0,29.7,54.7,Kış,"Simental - 4 aylık, İyi sağlık",1.429
GK004406,TR0044,2025-01-21,5,268.6,91.9,229.7,94.7,Normal,7.0,17.7,44.2,Kış,"Simental - 5 aylık, Normal sağlık",1.416
GK004407,TR0044,2025-02-20,6,308.1,93.5,265.8,94.6,Normal,7.9,18.6,44.6,Kış,"Simental - 6 aylık, Normal sağlık",1.316
GK004408,TR0044,2025-03-22,7,345.7,95.0,291.1,93.1,Zayıf,8.6,15.1,65.6,İlkbahar,"Simental - 7 aylık, Zayıf sağlık",1.255
GK004409,TR0044,2025-04-21,8,389.0,96.7,328.3,96.0,İyi,9.3,17.3,74.6,İlkbahar,"Simental - 8 aylık, İyi sağlık",1.444
GK004501,TR0045,2024-02-25,0,39.0,84.9,33.8,86.7,Normal,0.9,27.6,63.5,Kış,"Siyah Alaca - 0 aylık, Normal sağlık",0.0
GK004502,TR0045,2024-03-26,1,90.7,87.0,80.6,85.5,Normal,2.2,23.6,64.2,İlkbahar,"Siyah Alaca - 1 aylık, Normal sağlık",1.721
GK004503,TR0045,2024-04-25,2,141.0,89.0,122.0,91.2,Normal,4.0,28.8,53.4,İlkbahar,"Siyah Alaca - 2 aylık, Normal sağlık",1.679
GK004504,TR0045,2024-05-25,3,192.4,91.0,164.2,90.7,Mükemmel,4.5,16.3,61.7,İlkbahar,"Siyah Alaca - 3 aylık, Mükemmel sağlık",1.712
GK004505,TR0045,2024-06-24,4,234.9,92.7,196.3,93.5,Normal,5.9,29.2,61.3,Yaz,"Siyah Alaca - 4 aylık, Normal sağlık",1.416
GK004506,TR0045,2024-07-24,5,278.1,94.5,239.9,96.1,İyi,6.8,22.9,63.8,Yaz,"Siyah Alaca - 5 aylık, İyi sağlık",1.44
GK004507,TR0045,2024-08-23,6,314.3,95.9,266.0,98.8,Zayıf,7.5,31.5,48.2,Yaz,"Siyah Alaca - 6 aylık, Zayıf sağlık",1.208
GK004508,TR0045,2024-09-22,7,359.2,97.7,300.4,98.2,İyi,8.9,28.4,74.1,Sonbahar,"Siyah Alaca - 7 aylık, İyi sağlık",1.498
GK004509,TR0045,2024-10-22,8,403.0,99.5,339.5,99.0,İyi,10.3,20.0,72.1,Sonbahar,"Siyah Alaca - 8 aylık, İyi sağlık",1.458
GK004510,TR0045,2024-11-21,9,448.2,101.3,380.4,100.6,İyi,11.3,19.9,55.3,Sonbahar,"Siyah Alaca - 9 aylık, İyi sağlık",1.509
GK004511,TR0045,2024-12-21,10,492.7,103.1,417.0,105.2,Mükemmel,11.9,24.4,55.4,Kış,"Siyah Alaca - 10 aylık, Mükemmel sağlık",1.483
GK004512,TR0045,2025-01-20,11,533.2,104.7,450.2,106.3,Normal,12.9,22.9,53.9,Kış,"Siyah Alaca - 11 aylık, Normal sağlık",1.349
GK004513,TR0045,2025-02-19,12,571.9,106.2,485.5,108.2,İyi,14.3,31.5,42.1,Kış,"Siyah Alaca - 12 aylık, İyi sağlık",1.291
GK004514,TR0045,2025-03-21,13,617.6,108.1,525.2,110.4,Mükemmel,15.4,17.4,47.3,İlkbahar,"Siyah Alaca - 13 aylık, Mükemmel sağlık",1.521
GK004515,TR0045,2025-04-20,14,653.5,109.5,551.2,111.4,Zayıf,16.2,19.5,44.4,İlkbahar,"Siyah Alaca - 14 aylık, Zayıf sağlık",1.196
GK004601,TR0046,2024-09-09,0,43.3,75.1,41.8,77.6,Zayıf,0.8,23.1,66.9,Sonbahar,"Siyah Alaca - 0 aylık, Zayıf sağlık",0.0
GK004602,TR0046,2024-10-09,1,95.3,77.1,79.9,80.1,İyi,2.4,34.4,70.1,Sonbahar,"Siyah Alaca - 1 aylık, İyi sağlık",1.732
GK004603,TR0046,2024-11-08,2,138.6,78.9,119.9,78.1,Zayıf,3.1,34.8,66.4,Sonbahar,"Siyah Alaca - 2 aylık, Zayıf sağlık",1.445
GK004604,TR0046,2024-12-08,3,182.3,80.6,150.6,79.8,Normal,4.9,29.3,63.1,Kış,"Siyah Alaca - 3 aylık, Normal sağlık",1.455
GK004605,TR0046,2025-01-07,4,230.7,82.6,196.2,81.0,İyi,5.8,28.7,58.1,Kış,"Siyah Alaca - 4 aylık, İyi sağlık",1.615
GK004606,TR0046,2025-02-06,5,270.4,84.1,228.5,84.4,Zayıf,6.6,27.3,60.5,Kış,"Siyah Alaca - 5 aylık, Zayıf sağlık",1.323
GK004607,TR0046,2025-03-08,6,317.1,86.0,266.8,85.3,Normal,8.0,32.7,45.7,İlkbahar,"Siyah Alaca - 6 aylık, Normal sağlık",1.558
GK004608,TR0046,2025-04-07,7,364.4,87.9,307.0,90.4,İyi,9.4,31.5,70.7,İlkbahar,"Siyah Alaca - 7 aylık, İyi sağlık",1.576
GK004609,TR0046,2025-05-07,8,411.6,89.8,348.4,88.5,İyi,10.1,29.4,45.1,İlkbahar,"Siyah Alaca - 8 aylık, İyi sağlık",1.571
GK004701,TR0047,2023-03-01,0,28.6,73.7,23.8,76.6,Mükemmel,0.6,19.2,63.9,İlkbahar,"Yerli Kara - 0 aylık, Mükemmel sağlık",0.0
GK004702,TR0047,2023-03-31,1,72.6,75.5,61.7,77.4,Normal,1.5,27.2,51.9,İlkbahar,"Yerli Kara - 1 aylık, Normal sağlık",1.467
GK004703,TR0047,2023-04-30,2,116.7,77.3,96.2,78.9,İyi,2.6,18.3,45.6,İlkbahar,"Yerli Kara - 2 aylık, İyi sağlık",1.47
GK004704,TR0047,2023-05-30,3,161.9,79.1,138.8,80.5,İyi,4.1,26.8,66.5,İlkbahar,"Yerli Kara - 3 aylık, İyi sağlık",1.508
GK004705,TR0047,2023-06-29,4,195.5,80.4,167.9,79.4,Zayıf,4.9,28.6,60.1,Yaz,"Yerli Kara - 4 aylık, Zayıf sağlık",1.118
GK004706,TR0047,2023-07-29,5,226.1,81.6,197.0,79.8,Zayıf,5.6,19.5,76.9,Yaz,"Yerli Kara - 5 aylık, Zayıf sağlık",1.02
GK004707,TR0047,2023-08-28,6,262.8,83.1,225.6,81.9,Normal,6.4,21.8,52.4,Yaz,"Yerli Kara - 6 aylık, Normal sağlık",1.225
GK004708,TR0047,2023-09-27,7,301.4,84.6,253.8,84.1,İyi,7.9,26.0,60.5,Sonbahar,"Yerli Kara - 7 aylık, İyi sağlık",1.284
GK004709,TR0047,2023-10-27,8,338.1,86.1,283.4,86.5,Normal,8.7,35.0,69.2,Sonbahar,"Yerli Kara - 8 aylık, Normal sağlık",1.223
GK004710,TR0047,2023-11-26,9,375.0,87.6,321.5,88.0,İyi,9.0,33.9,41.4,Sonbahar,"Yerli Kara - 9 aylık, İyi sağlık",1.231
GK004711,TR0047,2023-12-26,10,408.3,88.9,351.8,88.6,İyi,9.9,25.6,45.1,Kış,"Yerli Kara - 10 aylık, İyi sağlık",1.112
GK004712,TR0047,2024-01-25,11,443.6,90.3,375.3,90.4,İyi,11.5,34.2,66.1,Kış,"Yerli Kara - 11 aylık, İyi sağlık",1.175
GK004713,TR0047,2024-02-24,12,477.1,91.7,400.7,91.5,Mükemmel,11.7,22.3,68.5,Kış,"Yerli Kara - 12 aylık, Mükemmel sağlık",1.118
GK004714,TR0047,2024-03-25,13,514.4,93.2,437.2,91.7,Mükemmel,13.3,17.4,67.8,İlkbahar,"Yerli Kara - 13 aylık, Mükemmel sağlık",1.241
GK004715,TR0047,2024-04-24,14,549.2,94.5,469.7,97.5,Mükemmel,13.3,21.3,63.8,İlkbahar,"Yerli Kara - 14 aylık, Mükemmel sağlık",1.16
GK004716,TR0047,2024-05-24,15,582.1,95.9,495.8,98.6,Normal,14.1,31.7,68.2,İlkbahar,"Yerli Kara - 15 aylık, Normal sağlık",1.099
GK004717,TR0047,2024-06-23,16,613.1,97.1,525.0,97.7,İyi,15.5,15.6,43.2,Yaz,"Yerli Kara - 16 aylık, İyi sağlık",1.033
GK004718,TR0047,2024-07-23,17,637.4,98.1,542.5,98.8,Zayıf,15.7,25.2,49.7,Yaz,"Yerli Kara - 17 aylık, Zayıf sağlık",0.811
GK004719,TR0047,2024-08-22,18,666.4,99.2,563.1,98.2,İyi,16.6,30.7,60.3,Yaz,"Yerli Kara - 18 aylık, İyi sağlık",0.966
GK004720,TR0047,2024-09-21,19,695.6,100.4,590.6,101.0,İyi,17.8,30.0,42.7,Sonbahar,"Yerli Kara - 19 aylık, İyi sağlık",0.971
GK004721,TR0047,2024-10-21,20,726.2,101.6,621.4,100.1,İyi,18.1,30.1,79.5,Sonbahar,"Yerli Kara - 20 aylık, İyi sağlık",1.023
GK004722,TR0047,2024-11-20,21,756.1,102.8,638.4,101.1,Mükemmel,18.7,23.3,75.2,Sonbahar,"Yerli Kara - 21 aylık, Mükemmel sağlık",0.996
GK004723,TR0047,2024-12-20,22,780.9,103.8,664.2,103.3,Normal,20.0,30.1,66.8,Kış,"Yerli Kara - 22 aylık, Normal sağlık",0.825
GK004724,TR0047,2025-01-19,23,806.0,104.8,681.7,103.7,İyi,19.7,33.9,66.8,Kış,"Yerli Kara - 23 aylık, İyi sağlık",0.839
GK004801,TR0048,2023-09-23,0,48.0,72.4,41.4,71.1,Mükemmel,1.5,31.2,42.1,Sonbahar,"Şarole - 0 aylık, Mükemmel sağlık",0.0
GK004802,TR0048,2023-10-23,1,102.0,74.5,84.9,77.3,İyi,2.6,27.0,64.3,Sonbahar,"Şarole - 1 aylık, İyi sağlık",1.801
GK004803,TR0048,2023-11-22,2,155.2,76.7,132.6,79.0,İyi,3.4,26.6,44.4,Sonbahar,"Şarole - 2 aylık, İyi sağlık",1.774
GK004804,TR0048,2023-12-22,3,206.6,78.7,174.3,78.6,Mükemmel,5.1,24.6,65.6,Kış,"Şarole - 3 aylık, Mükemmel sağlık",1.713
GK004805,TR0048,2024-01-21,4,245.9,80.3,207.3,81.4,Zayıf,6.2,16.8,61.1,Kış,"Şarole - 4 aylık, Zayıf sağlık",1.31
GK004806,TR0048,2024-02-20,5,288.2,82.0,246.1,80.7,Normal,7.3,24.3,48.6,Kış,"Şarole - 5 aylık, Normal sağlık",1.41
GK004807,TR0048,2024-03-21,6,336.8,83.9,288.8,85.5,İyi,8.0,16.3,49.5,İlkbahar,"Şarole - 6 aylık, İyi sağlık",1.619
GK004808,TR0048,2024-04-20,7,383.8,85.8,330.0,84.2,İyi,9.7,26.3,67.9,İlkbahar,"Şarole - 7 aylık, İyi sağlık",1.567
GK004809,TR0048,2024-05-20,8,430.3,87.7,361.6,89.3,İyi,10.6,27.0,66.7,İlkbahar,"Şarole - 8 aylık, İyi sağlık",1.551
GK004810,TR0048,2024-06-19,9,473.5,89.4,405.2,88.5,İyi,11.4,19.1,44.3,Yaz,"Şarole - 9 aylık, İyi sağlık",1.44
GK004811,TR0048,2024-07-19,10,515.3,91.1,434.1,90.0,İyi,13.3,29.8,57.9,Yaz,"Şarole - 10 aylık, İyi sağlık",1.393
GK004812,TR0048,2024-08-18,11,559.1,92.8,479.5,95.0,Mükemmel,14.2,15.4,54.6,Yaz,"Şarole - 11 aylık, Mükemmel sağlık",1.458
GK004813,TR0048,2024-09-17,12,601.2,94.5,510.0,93.2,Mükemmel,14.7,17.5,40.8,Sonbahar,"Şarole - 12 aylık, Mükemmel sağlık",1.403
GK004814,TR0048,2024-10-17,13,637.2,96.0,538.6,96.6,Zayıf,16.4,32.6,49.2,Sonbahar,"Şarole - 13 aylık, Zayıf sağlık",1.202
GK004815,TR0048,2024-11-16,14,680.3,97.7,578.2,96.9,Mükemmel,17.3,21.5,74.6,Sonbahar,"Şarole - 14 aylık, Mükemmel sağlık",1.436
GK004816,TR0048,2024-12-16,15,712.6,99.0,605.2,101.3,Zayıf,17.7,15.8,59.7,Kış,"Şarole - 15 aylık, Zayıf sağlık",1.076
GK004817,TR0048,2025-01-15,16,748.2,100.4,631.8,101.1,İyi,18.3,25.9,44.1,Kış,"Şarole - 16 aylık, İyi sağlık",1.187
GK004818,TR0048,2025-02-14,17,782.2,101.8,661.7,103.3,İyi,19.9,24.4,74.2,Kış,"Şarole - 17 aylık, İyi sağlık",1.135
GK004819,TR0048,2025-03-16,18,821.8,103.3,696.1,104.1,İyi,20.4,27.0,68.6,İlkbahar,"Şarole - 18 aylık, İyi sağlık",1.32
GK004820,TR0048,2025-04-15,19,858.7,104.8,731.9,103.9,Mükemmel,21.3,15.6,78.8,İlkbahar,"Şarole - 19 aylık, Mükemmel sağlık",1.228
GK004901,TR0049,2024-01-19,0,46.7,80.3,40.9,81.4,İyi,0.8,27.0,60.1,Kış,"Şarole - 0 aylık, İyi sağlık",0.0
GK004902,TR0049,2024-02-18,1,79.9,81.7,72.9,81.6,Hasta,2.4,29.0,61.3,Kış,"Şarole - 1 aylık, Hasta sağlık",1.107
GK004903,TR0049,2024-03-19,2,128.5,83.6,105.0,83.4,İyi,3.2,17.2,48.4,İlkbahar,"Şarole - 2 aylık, İyi sağlık",1.621
GK004904,TR0049,2024-04-18,3,179.8,85.6,155.1,84.1,Normal,5.0,29.7,72.1,İlkbahar,"Şarole - 3 aylık, Normal sağlık",1.707
GK004905,TR0049,2024-05-18,4,225.2,87.5,187.5,90.4,Normal,5.5,17.7,42.0,İlkbahar,"Şarole - 4 aylık, Normal sağlık",1.515
GK004906,TR0049,2024-06-17,5,271.2,89.3,230.9,90.2,İyi,6.3,16.6,46.0,Yaz,"Şarole - 5 aylık, İyi sağlık",1.534
GK004907,TR0049,2024-07-17,6,310.4,90.9,260.1,88.9,Normal,7.5,19.7,50.2,Yaz,"Şarole - 6 aylık, Normal sağlık",1.306
GK004908,TR0049,2024-08-16,7,357.6,92.8,307.4,91.8,Mükemmel,9.0,24.4,44.3,Yaz,"Şarole - 7 aylık, Mükemmel sağlık",1.572
GK004909,TR0049,2024-09-15,8,403.0,94.6,340.8,95.2,İyi,10.5,22.5,79.5,Sonbahar,"Şarole - 8 aylık, İyi sağlık",1.514
GK004910,TR0049,2024-10-15,9,447.0,96.3,380.2,95.1,Mükemmel,10.9,27.9,55.9,Sonbahar,"Şarole - 9 aylık, Mükemmel sağlık",1.468
GK004911,TR0049,2024-11-14,10,489.8,98.0,418.4,100.8,Mükemmel,12.6,30.1,67.3,Sonbahar,"Şarole - 10 aylık, Mükemmel sağlık",1.426
GK004912,TR0049,2024-12-14,11,530.5,99.7,448.1,102.2,Normal,13.7,27.4,65.0,Kış,"Şarole - 11 aylık, Normal sağlık",1.356
GK004913,TR0049,2025-01-13,12,572.2,101.3,489.5,103.5,İyi,13.9,20.5,59.9,Kış,"Şarole - 12 aylık, İyi sağlık",1.39
GK004914,TR0049,2025-02-12,13,610.1,102.9,514.7,102.3,Normal,15.7,30.3,47.4,Kış,"Şarole - 13 aylık, Normal sağlık",1.264
GK004915,TR0049,2025-03-14,14,650.9,104.5,548.3,107.5,Normal,16.3,20.4,79.4,İlkbahar,"Şarole - 14 aylık, Normal sağlık",1.359
GK004916,TR0049,2025-04-13,15,690.3,106.1,584.4,107.7,Normal,17.0,26.3,58.1,İlkbahar,"Şarole - 15 aylık, Normal sağlık",1.313
GK005001,TR0050,2023-12-03,0,40.2,70.4,38.8,71.8,Normal,1.1,31.2,73.5,Kış,"Siyah Alaca - 0 aylık, Normal sağlık",0.0
GK005002,TR0050,2024-01-02,1,81.9,72.1,68.1,74.2,Normal,1.6,32.1,77.0,Kış,"Siyah Alaca - 1 aylık, Normal sağlık",1.39
GK005003,TR0050,2024-02-01,2,124.2,73.8,104.9,72.1,İyi,3.4,26.5,57.4,Kış,"Siyah Alaca - 2 aylık, İyi sağlık",1.411
GK005004,TR0050,2024-03-02,3,169.1,75.6,148.5,75.5,Normal,4.5,27.7,69.0,İlkbahar,"Siyah Alaca - 3 aylık, Normal sağlık",1.495
GK005005,TR0050,2024-04-01,4,214.2,77.4,181.0,79.5,İyi,5.1,21.4,74.1,İlkbahar,"Siyah Alaca - 4 aylık, İyi sağlık",1.506
GK005006,TR0050,2024-05-01,5,259.0,79.2,223.5,78.2,İyi,6.8,34.1,56.5,İlkbahar,"Siyah Alaca - 5 aylık, İyi sağlık",1.493
GK005007,TR0050,2024-05-31,6,301.7,80.9,258.1,81.5,Normal,7.5,16.8,48.9,İlkbahar,"Siyah Alaca - 6 aylık, Normal sağlık",1.422
GK005008,TR0050,2024-06-30,7,340.0,82.4,291.1,84.1,Normal,8.2,31.8,45.1,Yaz,"Siyah Alaca - 7 aylık, Normal sağlık",1.277
GK005009,TR0050,2024-07-30,8,378.8,84.0,320.0,83.3,İyi,9.1,24.2,77.0,Yaz,"Siyah Alaca - 8 aylık, İyi sağlık",1.293
GK005010,TR0050,2024-08-29,9,415.5,85.4,357.7,84.0,İyi,10.1,18.5,56.0,Yaz,"Siyah Alaca - 9 aylık, İyi sağlık",1.224
GK005011,TR0050,2024-09-28,10,454.6,87.0,386.9,85.0,İyi,11.3,31.3,67.4,Sonbahar,"Siyah Alaca - 10 aylık, İyi sağlık",1.304
GK005012,TR0050,2024-10-28,11,494.9,88.6,419.3,86.8,Mükemmel,12.0,30.5,78.6,Sonbahar,"Siyah Alaca - 11 aylık, Mükemmel sağlık",1.343
GK005013,TR0050,2024-11-27,12,534.2,90.2,450.9,92.5,İyi,13.2,31.3,74.2,Sonbahar,"Siyah Alaca - 12 aylık, İyi sağlık",1.31
GK005014,TR0050,2024-12-27,13,572.7,91.7,484.4,93.9,Mükemmel,14.6,17.7,48.6,Kış,"Siyah Alaca - 13 aylık, Mükemmel sağlık",1.284
GK005015,TR0050,2025-01-26,14,609.4,93.2,515.5,91.8,Mükemmel,15.2,34.9,45.4,Kış,"Siyah Alaca - 14 aylık, Mükemmel sağlık",1.221
GK005016,TR0050,2025-02-25,15,642.8,94.5,547.2,95.3,İyi,16.5,22.7,74.0,Kış,"Siyah Alaca - 15 aylık, İyi sağlık",1.115
GK005017,TR0050,2025-03-27,16,679.5,96.0,573.9,97.5,İyi,17.0,33.8,41.9,İlkbahar,"Siyah Alaca - 16 aylık, İyi sağlık",1.223
GK005018,TR0050,2025-04-26,17,713.9,97.4,608.4,99.3,İyi,18.1,30.1,78.8,İlkbahar,"Siyah Alaca - 17 aylık, İyi sağlık",1.146
GK005101,TR0051,2025-03-25,0,50.3,72.6,45.0,71.8,İyi,1.1,23.9,75.7,İlkbahar,"Şarole - 0 aylık, İyi sağlık",0.0
GK005102,TR0051,2025-04-24,1,106.4,74.8,86.5,74.9,Mükemmel,2.6,21.9,44.8,İlkbahar,"Şarole - 1 aylık, Mükemmel sağlık",1.868
GK005201,TR0052,2023-11-22,0,34.5,70.0,26.6,72.6,İyi,1.0,33.0,46.4,Sonbahar,"Yerli Kara - 0 aylık, İyi sağlık",0.0
GK005202,TR0052,2023-12-22,1,78.0,71.8,61.8,72.5,Normal,2.3,17.4,72.4,Kış,"Yerli Kara - 1 aylık, Normal sağlık",1.451
GK005203,TR0052,2024-01-21,2,122.0,73.5,102.2,73.5,Normal,3.4,34.7,74.2,Kış,"Yerli Kara - 2 aylık, Normal sağlık",1.464
GK005204,TR0052,2024-02-20,3,168.3,75.4,146.2,76.6,Mükemmel,4.2,20.5,40.6,Kış,"Yerli Kara - 3 aylık, Mükemmel sağlık",1.545
GK005205,TR0052,2024-03-21,4,212.2,77.1,180.1,78.4,Normal,4.8,35.0,72.7,İlkbahar,"Yerli Kara - 4 aylık, Normal sağlık",1.464
GK005206,TR0052,2024-04-20,5,252.7,78.8,218.3,80.7,Zayıf,6.3,34.5,66.9,İlkbahar,"Yerli Kara - 5 aylık, Zayıf sağlık",1.349
GK005207,TR0052,2024-05-20,6,290.7,80.3,244.8,80.7,Zayıf,7.4,20.1,45.7,İlkbahar,"Yerli Kara - 6 aylık, Zayıf sağlık",1.266
GK005208,TR0052,2024-06-19,7,327.9,81.8,274.8,81.8,Normal,8.6,34.0,42.8,Yaz,"Yerli Kara - 7 aylık, Normal sağlık",1.241
GK005209,TR0052,2024-07-19,8,368.2,83.4,310.9,84.9,Mükemmel,9.5,29.5,74.8,Yaz,"Yerli Kara - 8 aylık, Mükemmel sağlık",1.342
GK005210,TR0052,2024-08-18,9,405.1,84.9,341.7,86.4,İyi,10.6,29.1,65.7,Yaz,"Yerli Kara - 9 aylık, İyi sağlık",1.231
GK005211,TR0052,2024-09-17,10,445.4,86.5,377.0,87.5,Mükemmel,11.4,17.1,70.0,Sonbahar,"Yerli Kara - 10 aylık, Mükemmel sağlık",1.342
GK005212,TR0052,2024-10-17,11,488.0,88.2,412.6,87.1,Mükemmel,12.3,15.1,53.2,Sonbahar,"Yerli Kara - 11 aylık, Mükemmel sağlık",1.422
GK005213,TR0052,2024-11-16,12,528.4,89.8,446.0,88.5,Mükemmel,13.0,34.0,54.1,Sonbahar,"Yerli Kara - 12 aylık, Mükemmel sağlık",1.345
GK005214,TR0052,2024-12-16,13,568.4,91.4,478.2,92.0,Mükemmel,14.7,22.9,40.1,Kış,"Yerli Kara - 13 aylık, Mükemmel sağlık",1.333
GK005215,TR0052,2025-01-15,14,598.5,92.6,509.2,94.2,Zayıf,14.6,29.8,49.9,Kış,"Yerli Kara - 14 aylık, Zayıf sağlık",1.005
GK005216,TR0052,2025-02-14,15,633.2,94.0,538.7,96.9,Mükemmel,16.2,17.0,43.2,Kış,"Yerli Kara - 15 aylık, Mükemmel sağlık",1.155
GK005217,TR0052,2025-03-16,16,670.8,95.5,570.2,96.2,İyi,17.3,18.4,78.6,İlkbahar,"Yerli Kara - 16 aylık, İyi sağlık",1.254
GK005218,TR0052,2025-04-15,17,706.9,96.9,599.0,97.2,İyi,17.4,33.4,57.1,İlkbahar,"Yerli Kara - 17 aylık, İyi sağlık",1.204
GK005301,TR0053,2024-05-15,0,33.8,79.4,25.5,78.6,Normal,0.9,17.8,45.7,İlkbahar,"Yerli Kara - 0 aylık, Normal sağlık",0.0
GK005302,TR0053,2024-06-14,1,73.7,81.0,61.5,81.1,İyi,2.1,29.0,78.5,Yaz,"Yerli Kara - 1 aylık, İyi sağlık",1.328
GK005303,TR0053,2024-07-14,2,102.8,82.2,89.3,83.6,Hasta,3.0,32.1,71.9,Yaz,"Yerli Kara - 2 aylık, Hasta sağlık",0.971
GK005304,TR0053,2024-08-13,3,137.5,83.6,116.5,82.4,Zayıf,3.2,34.2,66.5,Yaz,"Yerli Kara - 3 aylık, Zayıf sağlık",1.157
GK005305,TR0053,2024-09-12,4,167.9,84.8,145.8,87.1,Hasta,4.1,18.2,67.3,Sonbahar,"Yerli Kara - 4 aylık, Hasta sağlık",1.014
GK005306,TR0053,2024-10-12,5,206.5,86.3,173.9,84.9,Normal,4.9,30.0,79.8,Sonbahar,"Yerli Kara - 5 aylık, Normal sağlık",1.285
GK005307,TR0053,2024-11-11,6,247.2,88.0,207.5,86.0,İyi,6.1,34.0,57.0,Sonbahar,"Yerli Kara - 6 aylık, İyi sağlık",1.357
GK005308,TR0053,2024-12-11,7,284.6,89.5,239.9,90.5,İyi,7.2,28.0,68.6,Kış,"Yerli Kara - 7 aylık, İyi sağlık",1.246
GK005309,TR0053,2025-01-10,8,321.1,90.9,276.3,91.1,Normal,8.2,18.9,62.3,Kış,"Yerli Kara - 8 aylık, Normal sağlık",1.217
GK005310,TR0053,2025-02-09,9,360.2,92.5,310.6,91.5,Mükemmel,9.0,22.7,64.9,Kış,"Yerli Kara - 9 aylık, Mükemmel sağlık",1.306
GK005311,TR0053,2025-03-11,10,397.5,94.0,340.1,93.4,İyi,9.9,32.0,55.1,İlkbahar,"Yerli Kara - 10 aylık, İyi sağlık",1.243
GK005312,TR0053,2025-04-10,11,434.0,95.5,369.8,96.8,İyi,10.9,20.2,63.6,İlkbahar,"Yerli Kara - 11 aylık, İyi sağlık",1.215
GK005401,TR0054,2023-04-04,0,44.4,80.5,33.7,79.9,Zayıf,0.9,24.6,59.7,İlkbahar,"Simental - 0 aylık, Zayıf sağlık",0.0
GK005402,TR0054,2023-05-04,1,89.6,82.3,80.7,80.9,Zayıf,2.5,32.1,40.2,İlkbahar,"Simental - 1 aylık, Zayıf sağlık",1.506
GK005403,TR0054,2023-06-03,2,129.7,83.9,115.1,85.2,Zayıf,3.5,27.2,44.5,Yaz,"Simental - 2 aylık, Zayıf sağlık",1.336
GK005404,TR0054,2023-07-03,3,170.7,85.5,148.7,84.9,Zayıf,4.4,29.3,79.7,Yaz,"Simental - 3 aylık, Zayıf sağlık",1.367
GK005405,TR0054,2023-08-02,4,216.2,87.4,188.1,87.8,İyi,5.2,16.7,54.0,Yaz,"Simental - 4 aylık, İyi sağlık",1.518
GK005406,TR0054,2023-09-01,5,265.3,89.3,221.6,91.1,Mükemmel,6.4,18.2,79.3,Sonbahar,"Simental - 5 aylık, Mükemmel sağlık",1.637
GK005407,TR0054,2023-10-01,6,310.9,91.1,260.8,90.9,Normal,7.9,32.8,78.3,Sonbahar,"Simental - 6 aylık, Normal sağlık",1.518
GK005408,TR0054,2023-10-31,7,357.5,93.0,303.4,93.7,Normal,9.4,31.6,64.5,Sonbahar,"Simental - 7 aylık, Normal sağlık",1.555
GK005409,TR0054,2023-11-30,8,401.8,94.8,339.0,97.2,İyi,10.2,32.9,40.8,Sonbahar,"Simental - 8 aylık, İyi sağlık",1.474
GK005410,TR0054,2023-12-30,9,442.5,96.4,372.4,95.4,Normal,11.4,15.9,71.0,Kış,"Simental - 9 aylık, Normal sağlık",1.357
GK005411,TR0054,2024-01-29,10,488.3,98.2,414.9,99.0,Mükemmel,12.5,20.0,57.0,Kış,"Simental - 10 aylık, Mükemmel sağlık",1.529
GK005412,TR0054,2024-02-28,11,530.7,99.9,453.8,98.6,İyi,13.0,22.3,74.0,Kış,"Simental - 11 aylık, İyi sağlık",1.413
GK005413,TR0054,2024-03-29,12,572.3,101.6,487.8,100.9,Normal,14.0,32.3,64.4,İlkbahar,"Simental - 12 aylık, Normal sağlık",1.387
GK005414,TR0054,2024-04-28,13,616.4,103.4,523.6,104.7,Mükemmel,15.3,15.2,42.5,İlkbahar,"Simental - 13 aylık, Mükemmel sağlık",1.47
GK005415,TR0054,2024-05-28,14,657.8,105.0,560.1,103.3,İyi,16.1,18.1,45.9,İlkbahar,"Simental - 14 aylık, İyi sağlık",1.379
GK005416,TR0054,2024-06-27,15,690.5,106.3,582.5,106.2,Zayıf,17.0,33.8,65.6,Yaz,"Simental - 15 aylık, Zayıf sağlık",1.09
GK005417,TR0054,2024-07-27,16,728.6,107.9,617.5,108.0,Mükemmel,17.8,28.3,58.8,Yaz,"Simental - 16 aylık, Mükemmel sağlık",1.271
GK005418,TR0054,2024-08-26,17,764.9,109.3,647.6,109.9,Mükemmel,19.0,25.0,55.1,Yaz,"Simental - 17 aylık, Mükemmel sağlık",1.209
GK005419,TR0054,2024-09-25,18,803.8,110.9,686.6,113.2,Mükemmel,20.2,22.9,53.5,Sonbahar,"Simental - 18 aylık, Mükemmel sağlık",1.297
GK005420,TR0054,2024-10-25,19,840.9,112.3,713.0,112.5,Mükemmel,20.8,23.8,62.7,Sonbahar,"Simental - 19 aylık, Mükemmel sağlık",1.235
